reference_no,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_jobs
7834,TCS,Data Scientist,2,7.8L,4.5L,16.0L,841
7862,Accenture,Data Scientist,2,12.8L,5.8L,23.0L,501
5925,IBM,Data Scientist,2,13.4L,5.3L,25.0L,394
7578,Cognizant,Data Scientist,2,9.8L,5.0L,18.0L,318
7177,Capgemini,Data Scientist,2,8.6L,4.8L,14.6L,300
4018,Infosys,Data Scientist,2,9.3L,4.5L,24.0L,228
8562,Wipro,Data Scientist,2,9.7L,4.5L,18.2L,225
6212,Tech Mahindra,Data Scientist,2,7.6L,4.1L,15.4L,218
8334,Fractal Analytics,Data Scientist,2,15.9L,10.0L,23.0L,166
3930,Deloitte,Data Scientist,2,14.2L,7.0L,25.0L,163
5436,Ericsson,Data Scientist,3,14.6L,6.0L,26.9L,152
7445,HCL Technologies,Data Scientist,2,9.8L,4.5L,20.3L,152
4215,Amazon,Data Scientist,2,28.1L,9.5L,50.0L,140
8777,UnitedHealth,Data Scientist,2,14.8L,8.3L,21.5L,120
1347,Mu Sigma,Data Scientist,1,7.4L,5.0L,12.0L,116
3097,Ab Inbev,Data Scientist,2,20.6L,15.0L,26.2L,116
1322,L&T Infotech,Data Scientist,2,11.6L,6.5L,20.9L,102
3990,Tiger Analytics,Data Scientist,2,14.8L,9.0L,20.0L,102
8847,Optum,Data Scientist,2,16.6L,11.0L,22.5L,101
3700,Ernst & Young,Data Scientist,2,12.4L,6.7L,20.0L,96
8732,Mindtree,Data Scientist,2,10.6L,4.8L,18.7L,94
5837,Walmart,Data Scientist,2,28.3L,17.8L,41.0L,85
4163,DXC Technology,Data Scientist,2,10.0L,4.4L,15.5L,83
1769,Microsoft Corporation,Data Scientist,1,32.1L,13.0L,60.0L,81
3026,Genpact,Data Scientist,2,12.2L,5.5L,20.0L,74
6255,Hewlett-Packard Enterprise,Data Scientist,2,16.6L,7.1L,26.5L,70
8658,Ford Motor,Data Scientist,2,14.4L,10.0L,20.0L,64
7508,Reliance jio,Data Scientist,1,15.6L,5.6L,30.0L,61
6502,Verizon,Data Scientist,3,14.2L,9.9L,21.8L,58
2075,IQVIA,Data Scientist,2,11.4L,6.9L,22.0L,58
1093,Shell,Data Scientist,3,20.9L,13.5L,27.0L,57
8466,PayPal,Data Scientist,3,27.7L,15.0L,45.0L,57
1700,JP Morgan Chase,Data Scientist,2,20.5L,12.0L,31.0L,56
2098,EXL Service,Data Scientist,1,14.0L,7.6L,21.0L,55
1634,American Express,Data Scientist,2,17.7L,10.8L,26.0L,48
2073,Vodafone Idea,Data Scientist,2,13.4L,6.0L,20.0L,45
2884,HDFC Bank,Data Scientist,0,15.3L,9.0L,22.2L,44
6527,Great Learning,Data Scientist,0,9.3L,7.0L,13.8L,44
6308,Reliance Industries,Data Scientist,1,10.4L,6.0L,21.0L,42
5241,ZS,Data Scientist,1,16.9L,10.0L,25.0L,42
2744,Oracle,Data Scientist,2,16.3L,6.5L,39.0L,42
7417,Novartis Healthcare,Data Scientist,2,21.9L,9.0L,36.0L,41
5750,TheMathCompany,Data Scientist,2,10.5L,6.0L,16.0L,41
8050,PwC,Data Scientist,2,12.6L,7.5L,20.0L,41
5007,SAP,Data Scientist,2,17.4L,11.0L,26.0L,40
1554,Legato Health Technologies,Data Scientist,1,14.3L,9.0L,21.0L,39
1582,Impact Analytics,Data Scientist,0,9.0L,7.0L,13.0L,38
6534,Innominds Software,Data Scientist,1,10.7L,6.5L,15.2L,37
5702,Flipkart,Data Scientist,0,23.2L,14.7L,42.0L,37
8479,Innodatatics,Data Scientist,0,4.5L,2.0L,7.0L,37
6834,KPMG,Data Scientist,2,14.1L,9.0L,20.0L,36
4726,NTT DATA,Data Scientist,2,7.7L,5.0L,17.2L,36
6624,HSBC,Data Scientist,2,14.1L,8.5L,23.9L,36
4409,Societe Generale,Data Scientist,1,18.2L,7.4L,26.0L,35
4038,Mphasis,Data Scientist,2,8.9L,5.2L,15.0L,35
7493,Mercedes-Benz Research & Development India,Data Scientist,2,14.1L,8.2L,21.0L,34
6130,BEPEC Solutions,Data Scientist,1,4.9L,3.0L,7.0L,34
8451,Brillio,Data Scientist,1,16.0L,9.0L,24.0L,33
2580,ABC,Data Scientist,2,19.2L,6.5L,35.0L,32
1232,WNS,Data Scientist,1,11.4L,7.2L,17.0L,32
1843,Hexaware Technologies,Data Scientist,0,9.7L,4.5L,19.0L,32
5007,International School of Engineering,Data Scientist,1,10.5L,5.4L,16.3L,31
3353,Wells Fargo India,Data Scientist,2,15.4L,5.5L,31.2L,31
1871,Kyndryl,Data Scientist,3,14.1L,6.0L,30.0L,31
3678,eClerx,Data Scientist,2,9.3L,6.0L,16.7L,30
1145,DBS Bank,Data Scientist,2,14.3L,9.0L,23.7L,30
4465,Cyient,Data Scientist,2,10.4L,5.0L,18.5L,30
6940,Nagarro,Data Scientist,1,12.1L,7.0L,18.0L,29
2026,Freelancer.com,Data Scientist,1,7.1L,3.0L,15.0L,29
1160,Cisco Systems,Data Scientist,2,19.0L,12.0L,32.5L,28
5453,Bajaj Finserv,Data Scientist,1,11.9L,7.5L,19.4L,28
7955,Dell,Data Scientist,1,17.0L,8.0L,27.0L,27
2170,Dunnhumby,Data Scientist,1,12.9L,8.5L,18.0L,26
4548,Honeywell Technology Solutions,Data Scientist,2,15.1L,8.5L,23.4L,26
3997,Bristlecone,Data Scientist,1,9.0L,6.6L,11.5L,26
3756,Sigmoid Analytics,Data Scientist,0,14.9L,11.0L,20.0L,26
5538,Applied Materials,Data Scientist,2,14.2L,7.0L,22.0L,26
6821,Citicorp,Data Scientist,2,19.2L,14.0L,23.5L,26
1099,Siemens,Data Scientist,2,13.5L,7.8L,24.0L,26
4945,MasterCard,Data Scientist,2,19.6L,12.1L,25.3L,26
1930,Bosch Global Software Technologies,Data Scientist,2,11.9L,7.0L,16.6L,25
2859,Wolters Kluwer,Data Scientist,0,12.5L,9.9L,17.6L,25
1335,Birlasoft,Data Scientist,2,8.0L,4.0L,12.7L,25
6721,Atos,Data Scientist,2,13.0L,5.0L,28.0L,25
3168,Info Edge,Data Scientist,0,16.9L,12.0L,24.0L,25
6267,VMware Software,Data Scientist,4,23.6L,11.5L,32.1L,25
5215,Course5,Data Scientist,1,8.1L,4.0L,12.7L,25
4062,Bridgei2i Analytics Solutions,Data Scientist,2,9.4L,6.0L,14.4L,24
8614,Larsen & Toubro Limited,Data Scientist,1,9.4L,4.5L,23.0L,24
7202,iNeuron.ai,Data Scientist,0,5.1L,3.0L,8.0L,24
4119,Tredence,Data Scientist,2,14.4L,8.0L,19.0L,23
6033,Enquero,Data Scientist,0,11.5L,5.0L,16.2L,23
5746,R Systems International,Data Scientist,2,16.2L,7.5L,24.4L,23
3004,UST,Data Scientist,3,9.8L,6.5L,15.0L,23
4787,Cgi Group,Data Scientist,2,8.2L,4.2L,14.0L,23
2749,Bank of America,Data Scientist,2,22.8L,13.2L,30.3L,23
3684,Axis Bank,Data Scientist,1,11.7L,7.9L,18.0L,23
7892,Ganit Business Solutions,Data Scientist,3,12.6L,8.5L,16.0L,23
4651,Virtusa Consulting Services,Data Scientist,1,9.7L,4.8L,15.6L,22
2352,ITC Infotech India,Data Scientist,2,10.9L,4.1L,20.5L,22
4307,Gramener,Data Scientist,1,9.8L,7.5L,14.0L,22
1185,Subex,Data Scientist,1,10.8L,8.2L,13.7L,22
7236,Xoriant,Data Scientist,2,10.4L,5.3L,17.6L,22
5318,Caterpillar Inc,Data Scientist,2,12.8L,7.7L,18.0L,21
3508,ICICI Bank,Data Scientist,0,11.9L,5.0L,20.0L,21
8321,Freelance Consultants,Data Scientist,1,10.2L,3.2L,24.0L,21
4710,Sutherland Global Services,Data Scientist,1,8.5L,5.1L,12.3L,21
2597,Prodapt Solutions,Data Scientist,1,6.9L,3.3L,16.0L,21
5388,Rubixe,Data Scientist,0,4.7L,2.4L,9.0L,21
4757,NDS InfoServ,Data Scientist,0,9.1L,5.0L,12.0L,20
7722,Zensar Technologies,Data Scientist,1,8.2L,4.2L,15.5L,20
4470,Fidelity National Information Services,Data Scientist,3,10.9L,7.3L,18.6L,20
4941,KPIT Technologies,Data Scientist,1,7.7L,4.5L,15.0L,20
3365,Citibank,Data Scientist,2,17.3L,10.0L,24.2L,20
4013,ValueLabs,Data Scientist,2,14.6L,7.0L,22.5L,20
3653,ABB Group,Data Scientist,2,13.0L,8.3L,19.0L,20
2520,L&T Financial Services,Data Scientist,1,9.3L,8.2L,12.5L,20
2087,Value c Consulting India,Data Scientist,2,5.2L,4.2L,6.0L,20
2584,Lumiq.ai,Data Scientist,0,8.3L,6.0L,13.0L,20
7885,Flip Robo Technologies,Data Scientist,1,4.7L,3.0L,7.9L,20
8008,Philips,Data Scientist,3,17.9L,11.2L,30.0L,19
1973,Nokia,Data Scientist,2,13.0L,6.2L,24.0L,19
1317,Confidential,Data Scientist,1,8.5L,4.1L,18.5L,19
6614,Tata Technologies,Data Scientist,0,6.6L,4.8L,9.2L,19
3712,Nielsen,Data Scientist,1,7.0L,6.0L,10.0L,19
8220,Kantar,Data Scientist,3,11.5L,6.4L,18.0L,19
3175,Persistent Systems,Data Scientist,2,10.5L,5.8L,17.0L,19
5745,Exl India,Data Scientist,1,14.0L,10.0L,18.0L,19
1389,Blue Yonder,Data Scientist,3,20.6L,15.1L,26.0L,19
8933,Brane Enterprises,Data Scientist,1,14.0L,8.0L,22.5L,19
4768,Micron Technology,Data Scientist,0,16.4L,11.4L,25.0L,19
4243,Indegene,Data Scientist,0,9.6L,8.0L,14.5L,18
8862,CARS24.com,Data Scientist,1,20.3L,14.5L,24.0L,18
5418,GlobalLogic,Data Scientist,2,14.6L,4.0L,26.0L,18
4598,Maersk,Data Scientist,4,20.9L,14.0L,31.0L,18
5705,Barclays,Data Scientist,2,18.2L,13.6L,25.0L,18
7811,Indium Software,Data Scientist,1,7.9L,5.0L,12.0L,18
1171,Celebal Technologies,Data Scientist,0,8.6L,5.7L,13.0L,18
2793,Affine Analytics,Data Scientist,1,9.7L,6.3L,18.0L,18
3797,Fidelity Investment,Data Scientist,3,23.4L,13.8L,36.0L,18
3373,Jio Platforms,Data Scientist,2,13.9L,7.0L,23.0L,18
7971,Happiest Minds Technologies,Data Scientist,1,8.7L,5.2L,14.0L,17
5151,Adobe,Data Scientist,3,29.4L,20.0L,44.0L,17
7118,CitiusTech,Data Scientist,2,10.4L,5.8L,17.5L,17
5497,Scienaptic Systems,Data Scientist,0,14.6L,8.0L,19.0L,17
2525,Boeing,Data Scientist,1,19.4L,13.5L,35.0L,17
2394,Citigroup,Data Scientist,1,18.4L,13.5L,27.5L,17
1823,Marlabs,Data Scientist,0,9.3L,5.5L,20.6L,16
1326,TransOrg Analytics,Data Scientist,1,9.4L,7.0L,13.5L,16
7642,T-Systems,Data Scientist,3,14.1L,7.8L,24.0L,16
6985,Sopra Steria,Data Scientist,3,12.1L,8.0L,19.7L,16
7237,Apexon,Data Scientist,2,7.5L,4.9L,10.8L,16
6915,Embibe,Data Scientist,0,16.6L,12.0L,21.0L,16
7668,Quest Global,Data Scientist,2,6.7L,4.8L,8.5L,16
4290,Harman Connected Services,Data Scientist,3,13.6L,7.0L,26.5L,16
2938,Exxon Mobil,Data Scientist,2,23.2L,14.0L,30.1L,16
3809,Ugam Solution,Data Scientist,0,9.8L,5.0L,15.0L,16
4986,L&T Technology Services,Data Scientist,1,8.7L,4.3L,18.0L,16
6053,Credit Suisse,Data Scientist,2,17.4L,11.0L,26.0L,16
8474,Iris Software,Data Scientist,5,18.5L,11.5L,25.8L,16
8125,Delhivery,Data Scientist,1,15.6L,10.0L,20.8L,16
3506,Abzooba India Infotech,Data Scientist,1,15.0L,8.5L,20.1L,16
2246,Sonata Software,Data Scientist,1,8.1L,4.8L,12.0L,15
2368,Incedo,Data Scientist,1,12.2L,7.0L,20.0L,15
5896,Go-Jek,Data Scientist,3,30.5L,16.5L,44.0L,15
8893,GE,Data Scientist,2,14.3L,8.4L,24.0L,15
8061,Fiserv,Data Scientist,3,12.1L,8.0L,17.0L,15
1973,UBS,Data Scientist,2,15.2L,10.2L,22.0L,15
7863,Quantiphi Analytics Solutions,Data Scientist,0,9.8L,7.0L,16.0L,15
1415,Amdocs,Data Scientist,2,8.5L,6.0L,12.0L,15
5973,Apple,Data Scientist,2,33.6L,8.2L,74.5L,15
7248,Oyo Rooms,Data Scientist,0,14.7L,10.0L,20.5L,14
4274,iOPEX Technologies,Data Scientist,1,7.9L,3.5L,12.0L,14
6032,Yash Technologies,Data Scientist,2,11.2L,7.5L,16.0L,14
5813,Franklin Templeton Investments,Data Scientist,3,27.7L,15.0L,45.0L,14
8498,N+A,Data Scientist,0,8.6L,2.4L,15.0L,14
4553,ICICI Lombard General Insurance Company,Data Scientist,0,12.1L,7.4L,15.4L,14
3091,Reserve Bank Information Technology,Data Scientist,2,15.9L,8.0L,23.5L,14
5037,o9 Solutions,Data Scientist,1,13.8L,11.0L,17.5L,14
8979,HTC Global Services,Data Scientist,1,6.4L,3.6L,10.0L,13
2289,Accolite Digital,Data Scientist,0,14.5L,6.0L,19.5L,13
8250,Wipro Digital,Data Scientist,1,11.1L,7.0L,17.5L,13
6861,CSS Corp,Data Scientist,0,10.2L,7.0L,14.5L,13
6434,Morgan Stanley,Data Scientist,2,18.1L,10.5L,23.6L,13
2855,Zee Entertainment Enterprises,Data Scientist,1,16.7L,13.2L,23.0L,13
6737,Ola Cabs,Data Scientist,1,21.9L,13.0L,30.0L,13
3242,NatWest Markets,Data Scientist,1,16.0L,11.0L,26.0L,13
7193,Myntra,Data Scientist,2,16.9L,8.3L,33.0L,13
4991,TCS,Business Analyst,2,6.9L,3.0L,12.0L,4200
5052,Accenture,Business Analyst,1,7.0L,2.7L,14.7L,1900
4079,Genpact,Business Analyst,1,6.4L,4.5L,9.0L,1700
2938,Wipro,Business Analyst,2,8.6L,4.2L,15.5L,1200
8747,Cognizant,Business Analyst,1,8.6L,4.5L,14.0L,1100
2705,Deloitte,Business Analyst,1,7.8L,5.0L,12.0L,991
5065,HCL Technologies,Business Analyst,1,6.6L,2.3L,14.2L,714
6400,Evalueserve,Business Analyst,1,6.5L,4.7L,8.5L,693
5084,Infosys,Business Analyst,1,8.9L,4.4L,16.5L,692
3139,IBM,Business Analyst,2,8.3L,4.0L,16.0L,662
3059,DXC Technology,Business Analyst,2,7.7L,4.1L,13.0L,580
7033,Tech Mahindra,Business Analyst,2,7.6L,3.8L,15.0L,575
4422,American Express,Business Analyst,1,8.3L,3.0L,19.0L,539
3828,Capgemini,Business Analyst,2,9.1L,4.3L,15.0L,531
3430,Societe Generale,Business Analyst,3,13.5L,7.6L,21.0L,514
8905,EXL Service,Business Analyst,0,6.2L,4.5L,8.5L,476
2779,Amazon,Business Analyst,2,11.3L,4.8L,20.0L,445
1062,HSBC,Business Analyst,2,12.1L,5.0L,21.0L,382
3008,ICICI Bank,Business Analyst,1,6.7L,4.0L,12.6L,326
4230,JP Morgan Chase,Business Analyst,2,12.4L,5.7L,21.7L,323
8110,Zomato,Business Analyst,1,10.7L,8.3L,12.0L,274
2571,L&T Infotech,Business Analyst,2,9.7L,4.5L,16.6L,271
3742,Shell,Business Analyst,4,19.5L,12.0L,30.0L,258
8882,Barclays,Business Analyst,2,12.3L,5.5L,19.4L,255
5353,Cgi Group,Business Analyst,2,6.9L,4.7L,11.0L,252
6214,Oracle,Business Analyst,1,5.5L,3.4L,10.0L,243
2810,Amdocs,Business Analyst,4,12.1L,6.8L,20.0L,236
6444,Conduent,Business Analyst,2,6.1L,4.0L,9.4L,225
4340,Fidelity National Information Services,Business Analyst,3,10.8L,5.8L,18.0L,214
8629,HDFC Bank,Business Analyst,2,7.9L,4.1L,12.0L,208
8282,Novo Nordisk,Business Analyst,4,11.5L,8.0L,15.2L,207
5935,Axis Bank,Business Analyst,1,9.7L,4.2L,15.0L,199
6202,Ernst & Young,Business Analyst,1,8.8L,4.0L,20.0L,198
3346,Credit Suisse,Business Analyst,2,15.2L,10.0L,23.0L,179
5309,Hewlett-Packard Enterprise,Business Analyst,2,6.7L,3.6L,11.5L,175
4779,CG Foods,Business Analyst,0,4.8L,2.0L,10.0L,175
1279,Quantiphi Analytics Solutions,Business Analyst,0,8.9L,6.5L,13.0L,167
8859,NetCracker,Business Analyst,5,18.7L,12.0L,28.0L,159
7549,Oyo Rooms,Business Analyst,0,10.2L,6.0L,14.0L,153
1356,VMware Software,Business Analyst,3,9.8L,6.0L,15.0L,153
8080,Mphasis,Business Analyst,1,10.0L,3.5L,19.0L,151
1024,Exl India,Business Analyst,0,6.3L,4.5L,8.6L,147
1469,Mindtree,Business Analyst,2,9.5L,5.5L,15.0L,144
6070,Newgen Software Technologies,Business Analyst,2,9.3L,7.0L,11.5L,138
7204,NTT DATA,Business Analyst,2,7.3L,4.5L,14.0L,133
2033,Hexaware Technologies,Business Analyst,2,10.0L,4.2L,16.8L,131
3208,Temenos,Business Analyst,2,8.8L,5.6L,12.2L,128
8095,Wells Fargo India,Business Analyst,3,12.0L,6.2L,20.8L,128
7113,Barclays Shared Services,Business Analyst,1,8.3L,3.8L,14.2L,127
6065,Bridgei2i Analytics Solutions,Business Analyst,0,6.0L,5.0L,8.0L,124
4560,Tata Technologies,Business Analyst,3,6.4L,4.3L,8.9L,119
4770,Standard Chartered Bank,Business Analyst,2,12.0L,6.0L,20.0L,117
6767,Mu Sigma,Business Analyst,1,6.9L,5.5L,9.0L,116
1792,Virtusa Consulting Services,Business Analyst,2,10.6L,5.0L,18.5L,111
7720,Allianz Technology,Business Analyst,3,8.2L,5.1L,12.0L,110
8920,Kotak Mahindra Bank,Business Analyst,1,7.5L,3.0L,15.5L,106
4868,Citicorp,Business Analyst,2,15.6L,7.8L,21.3L,106
6540,BNP Paribas,Business Analyst,3,10.7L,6.7L,16.3L,105
5094,UST,Business Analyst,3,11.1L,5.5L,17.5L,103
2991,Flipkart,Business Analyst,1,12.3L,4.7L,18.9L,103
2187,Barclays Global Service Centre,Business Analyst,1,11.7L,4.5L,21.6L,102
1495,BNY Mellon,Business Analyst,3,8.5L,4.5L,17.5L,101
4249,Optum,Business Analyst,2,8.6L,4.8L,17.1L,100
1651,Ola Cabs,Business Analyst,0,11.3L,7.7L,15.0L,99
5470,UBS,Business Analyst,2,14.5L,7.5L,23.5L,97
6625,Odessa,Business Analyst,1,11.0L,8.4L,13.0L,96
3764,bnp paribas india solutions,Business Analyst,3,10.2L,6.5L,15.0L,96
4233,UnitedHealth,Business Analyst,2,8.3L,5.0L,13.0L,95
4270,HCL Technologies BPO Services,Business Analyst,1,2.3L,1.6L,4.0L,95
5516,Ramco Systems,Business Analyst,1,7.6L,4.5L,10.5L,94
3290,Tredence,Business Analyst,0,6.9L,6.1L,8.5L,92
4802,Novartis Healthcare,Business Analyst,1,10.0L,7.0L,14.2L,92
1167,Atos Syntel,Business Analyst,2,7.6L,4.0L,13.0L,92
2387,Cisco Systems,Business Analyst,2,12.5L,6.0L,20.5L,90
6351,ITC Infotech India,Business Analyst,1,7.8L,4.5L,14.0L,90
5121,Deutsche Bank,Business Analyst,2,9.1L,3.3L,19.0L,89
8507,Dell,Business Analyst,2,7.0L,4.6L,10.2L,89
5516,Paytm,Business Analyst,1,7.7L,3.9L,15.0L,89
1192,3i Infotech,Business Analyst,1,6.1L,3.9L,8.8L,88
1140,KPMG,Business Analyst,1,8.2L,3.6L,16.0L,87
6905,Fiserv,Business Analyst,3,11.6L,7.0L,20.0L,86
5289,Zensar Technologies,Business Analyst,2,6.7L,4.1L,14.5L,85
6445,Legato Health Technologies,Business Analyst,3,8.0L,5.0L,14.0L,85
5643,Swiggy,Business Analyst,1,13.2L,8.0L,16.5L,85
2750,GEP Worldwide,Business Analyst,0,6.4L,5.0L,8.5L,84
3854,Intellect Design Arena,Business Analyst,2,11.2L,5.8L,16.7L,83
8135,Standard Chartered Global Business Services,Business Analyst,2,12.7L,5.6L,23.2L,81
8247,ZS,Business Analyst,1,9.6L,7.0L,12.8L,80
8221,Concentrix Corporation,Business Analyst,1,5.4L,2.8L,12.0L,80
1921,Reliance jio,Business Analyst,1,6.8L,3.6L,15.0L,79
3848,NatWest Group,Business Analyst,2,9.5L,3.5L,18.8L,79
2691,IQVIA,Business Analyst,1,8.3L,4.5L,16.7L,78
4898,PwC,Business Analyst,1,9.9L,4.5L,17.5L,77
5810,ValueMomentum,Business Analyst,1,6.1L,3.8L,9.5L,75
8392,ADP Solutions,Business Analyst,3,8.2L,5.3L,15.1L,74
8346,Provana,Business Analyst,1,4.8L,3.5L,6.5L,73
7378,ANR Software,Business Analyst,1,4.5L,3.1L,7.0L,71
5916,WNS,Business Analyst,1,6.8L,3.8L,12.0L,69
4347,Oracle Financial Services Software,Business Analyst,3,10.2L,5.6L,16.5L,69
2581,RevGurus Info India,Business Analyst,0,8.3L,5.8L,11.0L,68
5789,Sapiens,Business Analyst,2,12.5L,8.0L,16.7L,67
4982,Etech Global Services,Business Analyst,1,6.4L,4.4L,8.4L,67
4049,Citibank,Business Analyst,2,16.7L,8.0L,24.3L,66
6179,Coforge,Business Analyst,5,16.1L,8.3L,24.0L,66
6543,ABC,Business Analyst,3,13.6L,5.2L,25.0L,63
6658,Merkle Sokrati,Business Analyst,0,4.5L,4.2L,5.0L,61
7891,First Source,Business Analyst,1,4.4L,2.7L,7.0L,60
3364,Meesho,Business Analyst,0,14.0L,8.5L,18.0L,60
3070,Ebix Software India,Business Analyst,2,7.0L,4.5L,11.5L,60
3864,Indus Valley Partners,Business Analyst,1,17.0L,14.0L,20.0L,60
7264,Schlumberger,Business Analyst,3,14.5L,9.0L,21.0L,59
5586,Capita,Business Analyst,1,5.9L,2.3L,13.0L,58
4648,CRMnext,Business Analyst,1,6.6L,5.0L,8.0L,58
1910,NeoSoft Technologies,Business Analyst,1,6.9L,3.1L,10.0L,57
4406,NSE.IT,Business Analyst,1,6.8L,3.5L,12.5L,56
8516,Nokia,Business Analyst,2,9.3L,5.5L,16.6L,56
8166,Capco Technologies,Business Analyst,3,13.9L,6.0L,22.0L,56
6012,eClerx,Business Analyst,1,3.7L,2.3L,9.3L,55
7955,Affine Analytics,Business Analyst,0,6.8L,6.0L,8.3L,55
6869,Exela Technologies,Business Analyst,3,8.3L,5.1L,12.0L,54
8158,Analytics Quotient,Business Analyst,1,5.3L,4.0L,6.8L,53
6463,NIIT Technologies,Business Analyst,3,11.1L,7.0L,17.8L,53
6317,QualityKiosk Technologies,Business Analyst,2,7.7L,3.6L,13.0L,53
3504,Fidelity Investment,Business Analyst,2,9.9L,6.8L,16.0L,53
8269,Altisource,Business Analyst,2,5.5L,3.3L,9.0L,52
6308,Polestar Solutions & Services India,Business Analyst,0,6.1L,4.2L,8.8L,52
1955,Veeraraghavan & Company,Business Analyst,0,1.7L,1.2L,2.3L,52
1490,Verizon,Business Analyst,3,10.5L,6.3L,16.3L,51
3225,BYJU'S,Business Analyst,1,7.7L,4.0L,13.0L,51
8151,Bank of America,Business Analyst,3,14.1L,8.1L,21.5L,51
4840,Better.com,Business Analyst,1,7.8L,6.0L,11.2L,51
2920,KJ System,Business Analyst,1,2.9L,2.4L,3.6L,50
3477,ValueLabs,Business Analyst,4,11.3L,6.1L,18.5L,50
7643,Xyz Company,Business Analyst,3,12.3L,4.4L,23.0L,50
6286,IndusInd Bank,Business Analyst,2,8.0L,4.0L,14.3L,49
3570,Vinculum Solutions,Business Analyst,1,8.8L,6.0L,13.0L,49
6981,Confidential,Business Analyst,1,8.3L,4.2L,16.0L,49
7654,Infosys BPM,Business Analyst,0,6.0L,2.5L,13.0L,49
2332,General Mills,Business Analyst,2,9.7L,7.0L,12.0L,48
6733,Yash Technologies,Business Analyst,4,8.9L,6.1L,12.3L,48
8293,Shipco Transport,Business Analyst,1,3.4L,2.1L,5.0L,48
4542,Aon,Business Analyst,2,5.4L,3.5L,9.6L,48
3305,Persistent Systems,Business Analyst,4,12.5L,8.5L,18.4L,48
5723,Unisys,Business Analyst,2,7.7L,4.0L,12.0L,48
8884,Azentio,Business Analyst,0,7.1L,4.3L,11.0L,47
